FrameNumber,ActorName,ActorClass,MinX,MinY,MaxX,MaxY,Width,Height,WorldX,WorldY,WorldZ,CamX,CamY,CamZ,CamPitch,CamYaw,CamRoll,WorldSizeX,WorldSizeY,WorldSizeZ
380,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,107,1155,642,1228,535,73,652.689,1559.913,410.785,689.192,1633.504,492.000,-3.286,-96.714,0.000,36.064,43.342,1.551
380,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,112,1142,638,1228,526,86,652.589,1559.907,412.575,689.192,1633.504,492.000,-3.286,-96.714,0.000,35.536,42.570,2.252
381,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,903,903,1246,1070,343,167,721.539,1541.012,444.493,690.554,1633.340,492.000,-3.060,-96.991,0.000,31.393,19.562,7.334
381,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,36,830,194,960,158,130,591.858,1533.455,444.749,690.554,1633.340,492.000,-3.060,-96.991,0.000,15.311,10.369,14.408
381,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,37,878,667,1228,630,350,652.641,1552.318,407.025,690.554,1633.340,492.000,-3.060,-96.991,0.000,39.409,61.626,74.231
381,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,93,1158,635,1228,542,70,652.689,1559.913,410.785,690.554,1633.340,492.000,-3.060,-96.991,0.000,36.064,43.342,1.551
381,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,98,1145,631,1228,533,83,652.589,1559.907,412.575,690.554,1633.340,492.000,-3.060,-96.991,0.000,35.536,42.570,2.252
382,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,898,910,1240,1080,342,170,721.539,1541.012,444.493,691.780,1633.187,492.000,-2.623,-97.230,0.000,31.393,19.562,7.334
382,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,31,836,189,966,158,130,591.858,1533.455,444.749,691.780,1633.187,492.000,-2.623,-97.230,0.000,15.311,10.369,14.408
382,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,23,884,662,1228,639,344,652.641,1552.318,407.025,691.780,1633.187,492.000,-2.623,-97.230,0.000,39.409,61.626,74.231
382,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,77,1166,628,1228,551,62,652.689,1559.913,410.785,691.780,1633.187,492.000,-2.623,-97.230,0.000,36.064,43.342,1.551
382,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,82,1153,625,1228,543,75,652.589,1559.907,412.575,691.780,1633.187,492.000,-2.623,-97.230,0.000,35.536,42.570,2.252
383,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,892,921,1235,1094,343,173,721.539,1541.012,444.493,693.111,1633.015,492.000,-1.936,-97.480,0.000,31.393,19.562,7.334
383,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,25,845,182,976,157,131,591.858,1533.455,444.749,693.111,1633.015,492.000,-1.936,-97.480,0.000,15.311,10.369,14.408
383,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,5,894,656,1228,651,334,652.641,1552.318,407.025,693.111,1633.015,492.000,-1.936,-97.480,0.000,39.409,61.626,74.231
383,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,56,1179,620,1228,564,49,652.689,1559.913,410.785,693.111,1633.015,492.000,-1.936,-97.480,0.000,36.064,43.342,1.551
383,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,62,1166,617,1228,555,62,652.589,1559.907,412.575,693.111,1633.015,492.000,-1.936,-97.480,0.000,35.536,42.570,2.252
384,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,887,935,1231,1111,344,176,721.539,1541.012,444.493,694.441,1632.838,492.000,-1.077,-97.719,0.000,31.393,19.562,7.334
384,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,17,857,174,989,157,132,591.858,1533.455,444.749,694.441,1632.838,492.000,-1.077,-97.719,0.000,15.311,10.369,14.408
384,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,906,650,1228,650,322,652.641,1552.318,407.025,694.441,1632.838,492.000,-1.077,-97.719,0.000,39.409,61.626,74.231
384,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,32,1196,612,1228,580,32,652.689,1559.913,410.785,694.441,1632.838,492.000,-1.077,-97.719,0.000,36.064,43.342,1.551
384,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,38,1182,609,1228,571,46,652.589,1559.907,412.575,694.441,1632.838,492.000,-1.077,-97.719,0.000,35.536,42.570,2.252
385,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,881,951,1227,1131,346,180,721.539,1541.012,444.493,695.764,1632.656,492.000,-0.125,-97.947,0.000,31.393,19.562,7.334
385,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,9,870,166,1003,157,133,591.858,1533.455,444.749,695.764,1632.656,492.000,-0.125,-97.947,0.000,15.311,10.369,14.408
385,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,920,643,1228,643,308,652.641,1552.318,407.025,695.764,1632.656,492.000,-0.125,-97.947,0.000,39.409,61.626,74.231
385,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,5,1215,603,1228,598,13,652.689,1559.913,410.785,695.764,1632.656,492.000,-0.125,-97.947,0.000,36.064,43.342,1.551
385,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,12,1201,600,1228,588,27,652.589,1559.907,412.575,695.764,1632.656,492.000,-0.125,-97.947,0.000,35.536,42.570,2.252
386,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,875,967,1224,1152,349,185,721.539,1541.012,444.493,697.128,1632.463,492.000,0.888,-98.172,0.000,31.393,19.562,7.334
386,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,884,158,1019,158,135,591.858,1533.455,444.749,697.128,1632.463,492.000,0.888,-98.172,0.000,15.311,10.369,14.408
386,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,936,636,1228,636,292,652.641,1552.318,407.025,697.128,1632.463,492.000,0.888,-98.172,0.000,39.409,61.626,74.231
386,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1222,591,1228,591,6,652.589,1559.907,412.575,697.128,1632.463,492.000,0.888,-98.172,0.000,35.536,42.570,2.252
387,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,869,984,1221,1175,352,191,721.539,1541.012,444.493,698.456,1632.269,492.000,1.928,-98.381,0.000,31.393,19.562,7.334
387,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,899,150,1036,150,137,591.858,1533.455,444.749,698.456,1632.269,492.000,1.928,-98.381,0.000,15.311,10.369,14.408
387,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,952,630,1228,630,276,652.641,1552.318,407.025,698.456,1632.269,492.000,1.928,-98.381,0.000,39.409,61.626,74.231
388,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,863,1004,1219,1200,356,196,721.539,1541.012,444.493,699.805,1632.068,492.000,3.079,-98.585,0.000,31.393,19.562,7.334
388,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,916,141,1055,141,139,591.858,1533.455,444.749,699.805,1632.068,492.000,3.079,-98.585,0.000,15.311,10.369,14.408
388,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,970,622,1228,622,258,652.641,1552.318,407.025,699.805,1632.068,492.000,3.079,-98.585,0.000,39.409,61.626,74.231
389,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,857,1024,1217,1226,360,202,721.539,1541.012,444.493,701.042,1631.879,492.000,4.238,-98.765,0.000,31.393,19.562,7.334
389,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,933,132,1075,132,142,591.858,1533.455,444.749,701.042,1631.879,492.000,4.238,-98.765,0.000,15.311,10.369,14.408
389,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,988,615,1228,615,240,652.641,1552.318,407.025,701.042,1631.879,492.000,4.238,-98.765,0.000,39.409,61.626,74.231
390,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,851,1048,1216,1228,365,180,721.539,1541.012,444.493,702.405,1631.667,492.000,5.630,-98.954,-0.000,31.393,19.562,7.334
390,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,955,120,1100,120,145,591.858,1533.455,444.749,702.405,1631.667,492.000,5.630,-98.954,-0.000,15.311,10.369,14.408
390,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1011,607,1228,607,217,652.641,1552.318,407.025,702.405,1631.667,492.000,5.630,-98.954,-0.000,39.409,61.626,74.231
391,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,845,1076,1216,1228,371,152,721.539,1541.012,444.493,703.790,1631.446,492.000,7.151,-99.138,0.000,31.393,19.562,7.334
391,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,979,107,1127,107,148,591.858,1533.455,444.749,703.790,1631.446,492.000,7.151,-99.138,0.000,15.311,10.369,14.408
391,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1037,599,1228,599,191,652.641,1552.318,407.025,703.790,1631.446,492.000,7.151,-99.138,0.000,39.409,61.626,74.231
392,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,838,1106,1217,1228,379,122,721.539,1541.012,444.493,705.172,1631.222,492.000,8.752,-99.313,0.000,31.393,19.562,7.334
392,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1004,93,1158,93,154,591.858,1533.455,444.749,705.172,1631.222,492.000,8.752,-99.313,0.000,15.311,10.369,14.408
392,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1065,589,1228,589,163,652.641,1552.318,407.025,705.172,1631.222,492.000,8.752,-99.313,0.000,39.409,61.626,74.231
393,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,832,1136,1219,1228,387,92,721.539,1541.012,444.493,706.487,1631.004,492.000,10.316,-99.472,0.000,31.393,19.562,7.334
393,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1030,79,1189,79,159,591.858,1533.455,444.749,706.487,1631.004,492.000,10.316,-99.472,0.000,15.311,10.369,14.408
393,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1093,580,1228,580,135,652.641,1552.318,407.025,706.487,1631.004,492.000,10.316,-99.472,0.000,39.409,61.626,74.231
394,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,824,1168,1221,1228,397,60,721.539,1541.012,444.493,707.837,1630.777,492.000,11.928,-99.628,0.000,31.393,19.562,7.334
394,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1058,63,1222,63,164,591.858,1533.455,444.749,707.837,1630.777,492.000,11.928,-99.628,0.000,15.311,10.369,14.408
394,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1123,570,1228,570,105,652.641,1552.318,407.025,707.837,1630.777,492.000,11.928,-99.628,0.000,39.409,61.626,74.231
395,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,814,1201,1222,1228,408,27,721.539,1541.012,444.493,709.169,1630.550,492.000,13.488,-99.775,0.000,31.393,19.562,7.334
395,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1086,46,1228,46,142,591.858,1533.455,444.749,709.169,1630.550,492.000,13.488,-99.775,0.000,15.311,10.369,14.408
395,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1153,559,1228,559,75,652.641,1552.318,407.025,709.169,1630.550,492.000,13.488,-99.775,0.000,39.409,61.626,74.231
396,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1115,28,1228,28,113,591.858,1533.455,444.749,710.550,1630.310,492.000,15.072,-99.920,0.000,15.311,10.369,14.408
396,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1185,548,1228,548,43,652.641,1552.318,407.025,710.550,1630.310,492.000,15.072,-99.920,0.000,39.409,61.626,74.231
397,SM_To_toiletpaper4_180_SM_To_toiletpaper,StaticMesh_SM_To_toiletpaper,0,1140,11,1228,11,88,591.858,1533.455,444.749,711.811,1630.088,492.000,16.400,-100.046,-0.000,15.311,10.369,14.408
397,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1212,537,1228,537,16,652.641,1552.318,407.025,711.811,1630.088,492.000,16.400,-100.046,-0.000,39.409,61.626,74.231
408,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1211,435,1228,435,17,652.641,1552.318,407.025,726.457,1627.337,492.000,16.552,-101.109,-0.000,39.409,61.626,74.231
409,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1182,431,1228,431,46,652.641,1552.318,407.025,727.769,1627.079,492.000,15.177,-101.171,0.000,39.409,61.626,74.231
410,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,601,1204,992,1228,391,24,721.539,1541.012,444.493,729.130,1626.809,492.000,13.614,-101.229,-0.000,31.393,19.562,7.334
410,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1150,426,1228,426,78,652.641,1552.318,407.025,729.130,1626.809,492.000,13.614,-101.229,-0.000,39.409,61.626,74.231
411,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,590,1172,968,1228,378,56,721.539,1541.012,444.493,730.379,1626.561,492.000,12.090,-101.278,0.000,31.393,19.562,7.334
411,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1120,423,1228,423,108,652.641,1552.318,407.025,730.379,1626.561,492.000,12.090,-101.278,0.000,39.409,61.626,74.231
412,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,578,1137,943,1228,365,91,721.539,1541.012,444.493,731.776,1626.281,492.000,10.326,-101.327,0.000,31.393,19.562,7.334
412,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1087,419,1228,419,141,652.641,1552.318,407.025,731.776,1626.281,492.000,10.326,-101.327,0.000,39.409,61.626,74.231
413,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,566,1103,919,1228,353,125,721.539,1541.012,444.493,733.166,1626.002,492.000,8.546,-101.369,-0.000,31.393,19.562,7.334
413,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1054,415,1228,415,174,652.641,1552.318,407.025,733.166,1626.002,492.000,8.546,-101.369,-0.000,39.409,61.626,74.231
414,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,556,1072,898,1228,342,156,721.539,1541.012,444.493,734.478,1625.738,492.000,6.877,-101.404,-0.000,31.393,19.562,7.334
414,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,1025,410,1228,410,203,652.641,1552.318,407.025,734.478,1625.738,492.000,6.877,-101.404,-0.000,39.409,61.626,74.231
415,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,546,1042,878,1228,332,186,721.539,1541.012,444.493,735.830,1625.465,492.000,5.194,-101.435,0.000,31.393,19.562,7.334
415,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,997,406,1228,406,231,652.641,1552.318,407.025,735.830,1625.465,492.000,5.194,-101.435,0.000,39.409,61.626,74.231
416,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,536,1017,861,1228,325,211,721.539,1541.012,444.493,737.044,1625.219,492.000,3.734,-101.457,-0.000,31.393,19.562,7.334
416,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,972,401,1228,401,256,652.641,1552.318,407.025,737.044,1625.219,492.000,3.734,-101.457,-0.000,39.409,61.626,74.231
417,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,526,990,845,1195,319,205,721.539,1541.012,444.493,738.404,1624.943,492.000,2.159,-101.477,0.000,31.393,19.562,7.334
417,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,947,396,1228,396,281,652.641,1552.318,407.025,738.404,1624.943,492.000,2.159,-101.477,0.000,39.409,61.626,74.231
418,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,516,966,831,1164,315,198,721.539,1541.012,444.493,739.748,1624.670,492.000,0.652,-101.492,0.000,31.393,19.562,7.334
418,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,923,391,1228,391,305,652.641,1552.318,407.025,739.748,1624.670,492.000,0.652,-101.492,0.000,39.409,61.626,74.231
418,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1210,301,1228,301,18,652.689,1559.913,410.785,739.748,1624.670,492.000,0.652,-101.492,0.000,36.064,43.342,1.551
418,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1197,296,1228,296,31,652.589,1559.907,412.575,739.748,1624.670,492.000,0.652,-101.492,0.000,35.536,42.570,2.252
419,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,506,943,819,1136,313,193,721.539,1541.012,444.493,741.024,1624.411,492.000,-0.757,-101.500,0.000,31.393,19.562,7.334
419,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,902,388,1228,388,326,652.641,1552.318,407.025,741.024,1624.411,492.000,-0.757,-101.500,0.000,39.409,61.626,74.231
419,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1181,299,1228,299,47,652.689,1559.913,410.785,741.024,1624.411,492.000,-0.757,-101.500,0.000,36.064,43.342,1.551
419,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1168,294,1228,294,60,652.589,1559.907,412.575,741.024,1624.411,492.000,-0.757,-101.500,0.000,35.536,42.570,2.252
420,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,496,922,807,1110,311,188,721.539,1541.012,444.493,742.340,1624.143,492.000,-2.111,-101.503,0.000,31.393,19.562,7.334
420,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,881,387,1228,387,347,652.641,1552.318,407.025,742.340,1624.143,492.000,-2.111,-101.503,0.000,39.409,61.626,74.231
420,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1153,296,1228,296,75,652.689,1559.913,410.785,742.340,1624.143,492.000,-2.111,-101.503,0.000,36.064,43.342,1.551
420,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1140,291,1228,291,88,652.589,1559.907,412.575,742.340,1624.143,492.000,-2.111,-101.503,0.000,35.536,42.570,2.252
421,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,485,905,795,1090,310,185,721.539,1541.012,444.493,743.643,1623.878,492.000,-3.199,-101.501,0.000,31.393,19.562,7.334
421,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,865,384,1228,384,363,652.641,1552.318,407.025,743.643,1623.878,492.000,-3.199,-101.501,0.000,39.409,61.626,74.231
421,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1132,292,1228,292,96,652.689,1559.913,410.785,743.643,1623.878,492.000,-3.199,-101.501,0.000,36.064,43.342,1.551
421,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1119,287,1228,287,109,652.589,1559.907,412.575,743.643,1623.878,492.000,-3.199,-101.501,0.000,35.536,42.570,2.252
422,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,473,893,783,1075,310,182,721.539,1541.012,444.493,745.053,1623.591,492.000,-3.966,-101.493,0.000,31.393,19.562,7.334
422,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,854,379,1228,379,374,652.641,1552.318,407.025,745.053,1623.591,492.000,-3.966,-101.493,0.000,39.409,61.626,74.231
422,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1117,285,1228,285,111,652.689,1559.913,410.785,745.053,1623.591,492.000,-3.966,-101.493,0.000,36.064,43.342,1.551
422,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1105,280,1228,280,123,652.589,1559.907,412.575,745.053,1623.591,492.000,-3.966,-101.493,0.000,35.536,42.570,2.252
423,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,461,890,772,1071,311,181,721.539,1541.012,444.493,746.294,1623.339,492.000,-4.215,-101.480,0.000,31.393,19.562,7.334
423,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,850,372,1228,372,378,652.641,1552.318,407.025,746.294,1623.339,492.000,-4.215,-101.480,0.000,39.409,61.626,74.231
423,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1112,277,1228,277,116,652.689,1559.913,410.785,746.294,1623.339,492.000,-4.215,-101.480,0.000,36.064,43.342,1.551
423,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1100,272,1228,272,128,652.589,1559.907,412.575,746.294,1623.339,492.000,-4.215,-101.480,0.000,35.536,42.570,2.252
424,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,449,893,762,1075,313,182,721.539,1541.012,444.493,747.563,1623.081,492.000,-4.016,-101.462,0.000,31.393,19.562,7.334
424,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,853,362,1228,362,375,652.641,1552.318,407.025,747.563,1623.081,492.000,-4.016,-101.462,0.000,39.409,61.626,74.231
424,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1116,266,1228,266,112,652.689,1559.913,410.785,747.563,1623.081,492.000,-4.016,-101.462,0.000,36.064,43.342,1.551
424,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1104,261,1228,261,124,652.589,1559.907,412.575,747.563,1623.081,492.000,-4.016,-101.462,0.000,35.536,42.570,2.252
425,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,433,902,750,1086,317,184,721.539,1541.012,444.493,748.981,1622.794,491.779,-3.270,-101.435,-0.000,31.393,19.562,7.334
425,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,863,349,1228,349,365,652.641,1552.318,407.025,748.981,1622.794,491.779,-3.270,-101.435,-0.000,39.409,61.626,74.231
425,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1129,250,1228,250,99,652.689,1559.913,410.785,748.981,1622.794,491.779,-3.270,-101.435,-0.000,36.064,43.342,1.551
425,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1117,245,1228,245,111,652.589,1559.907,412.575,748.981,1622.794,491.779,-3.270,-101.435,-0.000,35.536,42.570,2.252
426,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,416,907,738,1090,322,183,721.539,1541.012,444.493,750.385,1622.510,489.865,-2.017,-101.402,0.000,31.393,19.562,7.334
426,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,870,331,1228,331,358,652.641,1552.318,407.025,750.385,1622.510,489.865,-2.017,-101.402,0.000,39.409,61.626,74.231
426,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1141,231,1228,231,87,652.689,1559.913,410.785,750.385,1622.510,489.865,-2.017,-101.402,0.000,36.064,43.342,1.551
426,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1128,226,1228,226,100,652.589,1559.907,412.575,750.385,1622.510,489.865,-2.017,-101.402,0.000,35.536,42.570,2.252
427,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,399,919,728,1103,329,184,721.539,1541.012,444.493,751.642,1622.257,488.299,-0.486,-101.367,0.000,31.393,19.562,7.334
427,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,883,312,1228,312,345,652.641,1552.318,407.025,751.642,1622.257,488.299,-0.486,-101.367,0.000,39.409,61.626,74.231
427,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1161,211,1228,211,67,652.689,1559.913,410.785,751.642,1622.257,488.299,-0.486,-101.367,0.000,36.064,43.342,1.551
427,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1148,206,1228,206,80,652.589,1559.907,412.575,751.642,1622.257,488.299,-0.486,-101.367,0.000,35.536,42.570,2.252
428,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,379,939,716,1126,337,187,721.539,1541.012,444.493,753.015,1621.982,486.776,1.576,-101.321,0.000,31.393,19.562,7.334
428,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,905,295,1228,295,323,652.641,1552.318,407.025,753.015,1621.982,486.776,1.576,-101.321,0.000,39.409,61.626,74.231
428,BP_To_toilet4_2_SM_To_toilet_seat,StaticMesh_SM_To_toilet_seat,0,1193,185,1228,185,35,652.689,1559.913,410.785,753.015,1621.982,486.776,1.576,-101.321,0.000,36.064,43.342,1.551
428,BP_To_toilet4_2_SM_To_toilet_lid,StaticMesh_SM_To_toilet_lid,0,1179,180,1228,180,49,652.589,1559.907,412.575,753.015,1621.982,486.776,1.576,-101.321,0.000,35.536,42.570,2.252
429,SM_To_towel_table_A6_141_SM_To_towel_table_A,StaticMesh_SM_To_towel_table_A,356,965,704,1156,348,191,721.539,1541.012,444.493,754.321,1621.721,485.474,3.856,-101.272,0.000,31.393,19.562,7.334
429,BP_To_toilet4_2_SM_To_toilet,StaticMesh_SM_To_toilet,0,932,278,1228,278,296,652.641,1552.318,407.025,754.321,1621.721,485.474,3.856,-101.272,0.000,39.409,61.626,74.231
